,shows_id,episode_ids,id,url,name,type,language,status,runtime,averageRuntime,premiered,ended,officialSite,rating,weight,summary,updated
333,281,541,51471,https://www.tvmaze.com/shows/51471/hero-return,Hero Return,Animation,Chinese,Running,15.0,16.0,2020-10-18,,https://v.qq.com/detail/q/q72jd29a3oxflsr.html,,84,"Zero was mankind's first real superhero. Under his watch, countless other superheros appeared and followed in his footsteps. However, after 5 years of war, Zero disappeared without a trace.<br /><br />(Source: zeroscans)",2020-10-23
334,577,2551,51473,https://www.tvmaze.com/shows/51473/pearl-next-door,Pearl Next Door,Scripted,Tagalog,Ended,,27.0,2020-10-23,2021-01-09,https://www.youtube.com/playlist?list=PLEr9FH7oPOQ5-G5qcbW-vTFYZgURm_vma,,31,"A GL spin-off from the series ""Gameboys"" about Pearl's love story during quarantine on the Philippines.",2021-01-09
335,218,410,51476,https://www.tvmaze.com/shows/51476/amore,Amore,Scripted,Tagalog,Ended,30.0,29.0,2020-08-07,2021-03-13,https://www.youtube.com/playlist?list=PLoMgumH1LP5HYByX58EHLfWBt1BwGkdD-,,27,"Two college dorm mates (Joey and Jimmy) tried to hide a baby inside the boys dormitory. While studying, they both decided to secretly take care of the baby, but also became secretly in love with each other. When they got caught about their secret, the question of ""Who is the real father?"" spread to the entire school rapidly, and the revelation changed their lives and the people around them.",2021-04-09
336,95,139,51477,https://www.tvmaze.com/shows/51477/roger-et-ses-humains,Roger et ses humains,Animation,French,Running,2.0,2.0,2018-12-14,,,,3,,2021-09-02
337,598,2794,51510,https://www.tvmaze.com/shows/51510/zona-komforta,Зона комфорта,Scripted,Russian,Ended,,29.0,2020-10-22,2022-03-02,https://okko.tv/serial/zona-komforta,,32,,2022-04-10
338,150,239,51560,https://www.tvmaze.com/shows/51560/begin-again,Begin Again,Scripted,Chinese,Ended,45.0,45.0,2020-10-29,2020-12-11,,,37,"Begin Again tells the story of a domineering female CEO and a warm doctor who turn a fake relationship into reality due to practical reasons. Having exchanged their 'I do's', they start on a new chapter of their lives as they learn to fall in love. Lu Fangning is the general manager of Luning Group, a large corporation in the business of home furniture. Lu Fangning is a woman who has it all - talented, beautiful and rich. Nearing her thirties, Lu Fangning succumbs to family pressures and decides that she urgently needs a husband with whom she will have a child. Coincidentally, surgeon Ling Rui appears in front of her. Ling Rui is not only blessed with good looks but also has an angelic heart, which makes him the perfect candidate in the eyes of Lu Fangning. She schemes her way to his life and they finally become husband and wife. Lu Fangning eventually realizes the error in her ways and strives to be better. However, keeping a marriage is not as easy as it seems.",2022-03-08
339,276,536,51631,https://www.tvmaze.com/shows/51631/eides-spraksjov,Eides språksjov,Talk Show,Norwegian,Running,,43.0,2017-01-11,,https://tv.nrk.no/serie/eides-spraaksjov,,8,Entertainment from here to the moon when Linda Eide and guests pay tribute and joke with language.,2022-04-15
340,406,1109,51653,https://www.tvmaze.com/shows/51653/el-desorden-que-dejas,El desorden que dejas,Scripted,Spanish,Ended,45.0,46.0,2020-12-11,2020-12-11,https://www.netflix.com/title/81033361,6.7,57,A teacher starts her job at a high school but is haunted by a suspicious death that occurred there weeks before... and begins fearing for her own life.,2021-05-25
341,251,488,51670,https://www.tvmaze.com/shows/51670/heaven-officials-blessing,Heaven Official's Blessing,Animation,Chinese,Running,25.0,25.0,2020-10-31,,https://www.bilibili.com/tgcf,8.3,42,"""Have you heard? The rubbish Heaven Official is having an affair with the ghost realm's number one bigshot!""Eight hundred years ago, Xie Lian was the Crown Prince of the Xian Le kingdom; one who was beloved by his citizens and the darling of the world. Unsurprisingly, he ascended to the Heavens at a very young age. Now, eight hundred years later, Xie Lian ascends to the Heavens for the third time as the laughing stock of all three realms. On his first task as a god, he meets a mysterious demon who rules the ghosts and terrifies the Heavens... yet unbeknownst to Xie Lian, this demon king has been paying attention to him for a very, very long time.",2021-11-23
342,170,292,51706,https://www.tvmaze.com/shows/51706/terror-lake-drive,Terror Lake Drive,Scripted,English,Running,60.0,39.0,2020-11-26,,https://allblk.tv/terrorlakedrive/,5.0,96,"Terror Lake Drive follows a single mother from Baltimore who—on the heels of a recent pandemic and growing social unrest—relocates to Atlanta in an attempt to dodge her troubled past. As she settles into her new surroundings, she soon discovers that there are some things she can never run away from.",2022-06-26
343,162,276,51742,https://www.tvmaze.com/shows/51742/as-five,As Five,Scripted,Portuguese,Running,45.0,31.0,2020-11-12,,https://globoplay.globo.com/as-five/t/XNH9T9JnR8/,,28,"Keyla, Ellen, Lica, Tina and Benê meet again after six years without seeing each other and three years since the last group conversation in the messaging application. As their lives begin to shuffle again in Greater São Paulo, they gradually realize that affection, companionship and affinity remain as intense as before.",2022-01-17
344,96,140,51749,https://www.tvmaze.com/shows/51749/shi-yi-changan-mingyue-ji-shi-you,Shi Yi Changan: Mingyue Ji Shi You,Animation,Chinese,Running,20.0,20.0,2020-10-28,,https://www.bilibili.com/bangumi/media/md28233953,,43,"Princess Ming Yue and Li Qiang, the emperor's ninth prince, are forced to marry in order to keep the peace in their kingdoms. As the princess finally seems to be getting used to her new life in Chang'An (an ancient Chinese capital), there are plots hovering against her and the royal family.",2021-06-27
345,531,2112,51772,https://www.tvmaze.com/shows/51772/lovestruck-in-the-city,Lovestruck in the City,Scripted,Korean,Ended,30.0,30.0,2020-12-22,2021-02-16,https://tv.kakao.com/channel/3629101/cliplink/413811867,7.8,40,"Lovestruck in the City is a realistic portrayal of young people who pursue romance and happiness while struggling to get by in a busy, competitive urban environment. ",2021-02-23
346,263,521,51800,https://www.tvmaze.com/shows/51800/i-told-sunset-about-you-the-documentary,I Told Sunset About You The Documentary,Documentary,Thai,Ended,20.0,21.0,2020-10-24,2021-06-26,https://tv.line.me/bkpptheseries,,43,Follow the cast and crew of I Told Sunset About You from the very beginning of their preparation to the end of production in Phuket.  ,2021-07-04
347,288,559,51812,https://www.tvmaze.com/shows/51812/norge-i-krise,Norge i krise,Documentary,Norwegian,Running,,38.0,2020-10-13,,https://sumo.tv2.no/programmer/fakta/norge-i-krise,,2,"In 2020, there is one theme that has overshadowed everything else - the pandemic. When Norway shut down, we turned on the cameras. Through unique access to decision makers, companies and various people, we have documented how we have all had our lives affected by a virus. We are close to the government and health officials who talk about some of their most difficult decisions. We see how nurses, teachers and entrepreneurs deal with a brutal reality with great upheavals and fears, and we follow Hurtigruten who is trying to maneuver through its biggest crisis ever. The result is a surprising, close and personal story about how we as humans and nation have lived under the threat of the coronavirus.",2020-12-08
348,618,2989,51826,https://www.tvmaze.com/shows/51826/strange-heart,Strange Heart,Scripted,Tagalog,Ended,25.0,26.0,2020-10-26,2020-12-31,https://www.youtube.com/playlist?list=PLJPWxm3cDzKIgxaWEF4BxAhgqBheqMBxs,,13,"They said, there's nothing wrong about love. But what if it is against our culture?Strange Heart is a story about family, love, and destiny. This will address some of the cultural issues about same-sex relationship. It shows the supremacy of love that really answers all the uncertainties and addresses the challenges through acceptance. Love is inevitable and irreversible. Kristof and Joshua will face this reality as if nobody is in-charge, no matter what it takes.",2021-03-21
349,500,1842,51836,https://www.tvmaze.com/shows/51836/on-pointe,On Pointe,Documentary,English,Ended,,45.0,2020-12-18,2020-12-18,,,53,"On Pointe captures a season in the School of American Ballet (SAB) in New York City. Featuring unprecedented access to the famous ballet institution, the series follows the lives of the students ages 8 to 18 pursuing their dreams to become ballet dancers. While older students from all over the country rigorously train for professional careers, younger students from New York City are put through their paces as they rehearse and perform in New York City Ballet's holiday classic ""George Balanchine's The Nutcracker"" onstage at Lincoln Center.",2022-04-13
350,171,293,51845,https://www.tvmaze.com/shows/51845/stylish-with-jenna-lyons,Stylish with Jenna Lyons,Reality,English,Running,,,2020-12-03,,,,35,"Stylish with Jenna Lyons follows Jenna as she tackles design projects that will help define her future business. Join her in this ambitious new venture, delivering a masterclass in taste, design, and fashion in every episode.",2022-04-11
351,219,413,51849,https://www.tvmaze.com/shows/51849/i-cavalieri-di-castelcorvo,I Cavalieri di Castelcorvo,Scripted,Italian,Running,,22.0,2020-11-06,,,,76,"I Cavalieri di Castelcorvo focuses on a brother and sister called Riccardo and Giulia, aged 11 and 13.  They have to move to Castelcorvo to stay with their Aunt Margherita to attend school.  They meet two other children, Matteo and Betta, who go on to become The Knights of Castelcorvo and face a number of challenges including magic puzzles, keys and board games, witches and places outside of time and space.",2022-05-30
352,407,1117,51851,https://www.tvmaze.com/shows/51851/sobrevolando,Sobrevolando,Documentary,Spanish,Running,,,2020-11-17,,,,30,"From the cold waters of the Beagle Channel to the warm Caribbean Sea, Sobrevolando, with the voice of the renowned Argentine musician Fito Páez, explores from the air the geography, history and culture of eight dazzling regions of Latin America. with high definition images, unknown stories and curious facts about the natural and cultural diversity of each of the regions.",2021-02-23
353,39,47,51870,https://www.tvmaze.com/shows/51870/something-just-like-this,Something Just Like This,Scripted,Chinese,Ended,45.0,45.0,2020-11-08,2020-12-03,,,17,,2021-01-02
354,109,174,51888,https://www.tvmaze.com/shows/51888/rooneys-last-roll,Rooney's Last Roll,Scripted,English,Ended,8.0,8.0,2020-11-11,2020-12-02,https://www.youtube.com/playlist?list=PLVewHiZp3_LOgHGEQGGMplwBIs9hU7smb,,20,"When an old film roll goes missing at the film lab, an unexpected connection with a stranger helps Rooney confront her heartbreak and learn to move on.",2021-01-30
355,12,13,51893,https://www.tvmaze.com/shows/51893/exit-nordpolen,Exit Nordpolen,Documentary,Norwegian,Ended,40.0,36.0,2020-12-01,2020-12-01,https://tv.nrk.no/serie/exit-nordpolen,,13,"When Børge Ousland goes on a trip, it's serious. Last autumn, he crossed the Arctic Ocean on skis. Everything did not go exactly according to plan. What happened along the way? Exit Nordpolen takes you on an insane expedition.",2021-02-10
356,313,593,51894,https://www.tvmaze.com/shows/51894/til-deg-fra-meg,Til deg fra meg,Reality,Norwegian,To Be Determined,30.0,29.0,2020-11-29,,https://tv.nrk.no/serie/til-deg-fra-meg,,7,"In this year's Advent series, Per Sundnes meets people who are going to give away a Christmas song. They themselves have experienced more adversity than most of us. Who do they want to give a special Christmas song to?",2020-12-20
357,19,22,51896,https://www.tvmaze.com/shows/51896/blipp-vs-snolos,Blipp vs. Snøløs,Reality,Norwegian,Ended,15.0,14.0,2020-11-24,2020-12-10,https://sumo.tv2.no/sport/sportsprogrammer/blipp-vs-snoeloes-let-the-game-begin,,7,"Stian Blipp and Amalie Snøløs each lead their professional e-sports team in a number of challenging exercises. How do gamers master, for example, driving at 220 km / h, racing in the snow and cooking? And who wins in the big final behind the computer screens?",2020-12-18
358,172,301,51899,https://www.tvmaze.com/shows/51899/for-the-love-of-jason,For the Love of Jason,Scripted,English,Running,,24.0,2020-11-19,,https://allblk.tv/fortheloveofjason/,,86,"Jason has always had it together. He's educated and financially stable with no baby mama drama. When he broke off his longtime relationship, he got caught up in the bachelor lifestyle, not realizing life was passing him by. One by one, his friends start settling down, leaving Jason the odd man out. He now feels pressure to catch up and finds himself in awkward dating encounters with women. Through it all, his friends are there to help him along the way.",2022-05-17
359,116,182,51908,https://www.tvmaze.com/shows/51908/neznost,Нежность,Scripted,Russian,Ended,19.0,19.0,2020-11-12,2020-12-03,https://www.ivi.ru/watch/nezhnost,,7,,2021-05-03
360,220,416,51914,https://www.tvmaze.com/shows/51914/kings-of-joburg,Kings of Jo'Burg,Scripted,English,To Be Determined,,53.0,2020-12-04,,https://www.netflix.com/title/81219804,5.3,77,"The Masire Brothers rule Johannesburg's criminal underworld, but a supernatural family curse and a tangled web of betrayal threaten to destroy them.",2021-03-18
361,221,422,51915,https://www.tvmaze.com/shows/51915/fjols-til-fjells,Fjols til fjells,Scripted,Norwegian,To Be Determined,,21.0,2020-11-27,,https://discoveryplus.com/no/show/fjols-til-fjells,,17,"Fjols til fjells is a comedy series about some of the most Norwegian things there is, cabin coziness on the winter mountains - and all that entails of idyll and relational disasters.",2021-12-13
362,97,143,51927,https://www.tvmaze.com/shows/51927/alien-worlds,Alien Worlds,Documentary,English,Ended,,44.0,2020-12-02,2020-12-02,https://www.netflix.com/title/80221410,7.7,78,"Applying the laws of life on Earth to the rest of the galaxy, this series blends science fact and fiction to imagine alien life on other planets.",2022-03-26
363,465,1556,51928,https://www.tvmaze.com/shows/51928/anitta-made-in-honorio,Anitta: Made in Honório,Documentary,Portuguese,Ended,,30.0,2020-12-16,2020-12-16,https://www.netflix.com/title/81302719,,13,"Anitta: Made in Honório shows, in an unprecedented way, the private life and career of the singer Anitta, icon of funk and pop in Brazil. The show closely follows the controversial and fascinating artist in her intimacy and during the preparation of important shows on different stages around the world. It also shows her on the road and in meetings with her staff, while accumulating two roles: as an artist and entrepreneur.",2020-12-22
364,457,1442,51934,https://www.tvmaze.com/shows/51934/sea-him-the-series,Sea Him The Series,Scripted,Vietnamese,To Be Determined,20.0,24.0,2020-10-31,,https://www.youtube.com/playlist?list=PLrOorRfXW5qZdZa1zznBPe789CSDx_7iY,,83,"The boys love story of the character Tien, a senior photography student goes to Cua Can commune for his graduation thesis, and Tai, a poor man in a fishing village near the sea. The romance of the two characters progresses gradually from friendship, brotherhood. Through many interactions, rare incidents and redicilous hilarious moments, they take care for each other. Then they slowly progress into deep love from unknown moment.",2022-06-05
365,328,624,51954,https://www.tvmaze.com/shows/51954/the-runner,The Runner,Scripted,Chinese,Ended,60.0,60.0,2020-11-16,2020-12-14,,,13,,2021-03-08
366,222,423,51966,https://www.tvmaze.com/shows/51966/influencers,Influencers,Scripted,Tagalog,Ended,30.0,34.0,2020-11-21,2021-01-29,https://www.youtube.com/playlist?list=PLNxZb-Y6YyNjzqT90-Zd_JqmdRIDiDuGo,,34,"Rooted from the harsh society, and the indifferences we're facing at this age. A blossom of love and awakening is set to make a footprint.We are made to celebrate and recognize truth and diversity. Because love knows no judgment and everyone deserves it. In love, all of us are equal.",2021-01-30
367,151,242,51969,https://www.tvmaze.com/shows/51969/touch-me-if-you-can,Touch Me If You Can,Scripted,Korean,Ended,8.0,11.0,2020-11-05,2020-12-10,https://www.youtube.com/playlist?list=PLbmL8PfuSrVne9Mao0YLQHDMsRe3mTp4n,,26,Ah Ri  is a succubus and she is in crisis because she can't feed on humans' energy in this time of crisis where people are using masks covering their faces. It tells her story after she meets the loner Sung Shi Woo.,2020-12-18
368,223,424,51971,https://www.tvmaze.com/shows/51971/wish-you,Wish You,Scripted,Korean,Ended,,11.0,2020-12-04,2020-12-25,https://www.viki.com/tv/37486c-wish-you,7.2,38,"A free-spirited singer whose love of music has him performing on the streets, Kang In Soo's life revolves completely around music. Supported by his friends, In Soo hopes to someday turn his love of music into a full-time career, but doing so isn't easy. Refusing to give up on his dreams, In Soo continues busking, day in and day out, while his best friend, Choi Min Sung, records his performances and uploads them on YouTube. Little does either of them know that In Soo's performances have caught the attention of someone who could change the young musician's life forever.A keyboardist working at a major record company, Yoon Sang Yi is always on the lookout for new talent. After stumbling upon In Soo's videos, Sang Yi has become one of the singer's biggest fans. Convinced In Soo could make it big, he recommends the young artist join his company's rookie discovery project. Seeing this opportunity in this invitation, In Soo accepts the offer and soon moves into the company residence with Sang Yi.As the two live and work together, their relationship grows and slowly, new feelings begin to blossom. Unfortunately, as their feelings grow, so do the obstacles that stand in their way. Will In Soo and Sang Yi be able to find a way to overcome the trials before them or will their love fade before ever having a chance to fully bloom?",2022-06-12
369,369,821,51992,https://www.tvmaze.com/shows/51992/the-surgeons-cut,The Surgeon's Cut,Documentary,English,To Be Determined,,54.0,2020-12-09,,https://www.netflix.com/title/81004466,,53,"The Surgeon's Cut profiles four ground-breaking surgeons from around the world, each with a visionary approach to their craft. Viewers will follow along as they perform innovative operations and procedures, and reveal personal insight into their journey into medicine, providing a unique window into the world of surgery. Through the individual stories of these experts, the series explores how our understanding of the human body is constantly being reinvented by new discoveries and techniques. Specialty areas featured include fetal medicine, neurosurgery, transplant surgery and cardiology. ",2022-04-12
370,466,1562,51994,https://www.tvmaze.com/shows/51994/the-ripper,The Ripper,Documentary,English,Ended,,49.0,2020-12-16,2020-12-16,https://www.netflix.com/title/81006684,8.1,78,"For five years, between 1975 to 1980, the Yorkshire Ripper murders cast a dark shadow over the lives of women in the North of England. 13 women were dead and the police seemed incapable of catching the killer. No one felt safe - and every man was a suspect.",2022-01-15
371,329,629,52018,https://www.tvmaze.com/shows/52018/man-in-the-middle,Man in the Middle,Documentary,English,Ended,48.0,48.0,2020-11-16,2020-12-07,https://www.uefa.tv/video/vod/178392/,,15,Man in the Middle tracks the professional and private lives of 16 match officials from 11 countries over an 18-month period (February 2019 to August 2020). Each is among an elite group of referees selected by UEFA to officiate at matches in Europe's premier club competition.,2022-02-09
372,6,6,52038,https://www.tvmaze.com/shows/52038/please-wait-brother,"Please Wait, Brother",Scripted,Chinese,Ended,37.0,37.0,2020-11-17,2020-12-08,,,26,,2020-12-11
373,592,2721,52044,https://www.tvmaze.com/shows/52044/blic-krik,Блиц-крик,Variety,Russian,Running,30.0,32.0,2019-08-20,,https://www.youtube.com/channel/UCrMU71nSWHAmpb1-3wEtW8g/videos,,20,"A humorous show where participants ' knowledge is as important as humor! The game consists of three rounds. The host reads out the beginning of a quote, poem, or fact, and the contestant must finish them either funny or correctly! The winner is the one who turns out to be the most intelligent and fun!",2022-02-19
374,330,630,52069,https://www.tvmaze.com/shows/52069/all-the-queens-men,All The Queens' Men,Talk Show,English,Running,,10.0,2020-11-23,,https://www.wowpresentsplus.com/all-the-queens-men,,20,"Behind every great Drag Queen, there stands a handsome husband. Join Latrice Royale's better half, Christopher, as he hosts this weekly series of what it's like to be a husband to a Queen from RuPaul's Drag Race. Featuring two new guest husbands each week, this series will share stories from the romantic royal relationships while learning what it is like to be the King to such a fabulous Queen.",2022-06-22
375,173,302,52071,https://www.tvmaze.com/shows/52071/heavens-gate-the-cult-of-cults,Heaven's Gate: The Cult of Cults,Documentary,English,Ended,,51.0,2020-12-03,2020-12-03,https://www.hbomax.com/heavens-gate,6.8,47,"Heaven's Gate: The Cult of Cults is a thorough examination of the infamous UFO cult through the eyes of its former members and loved ones. What started in 1975 with the disappearance of 20 people from a small town in Oregon, ended in 1997 with the largest suicide on US soil and changed the face of modern New Age religion forever. This four-part docuseries uses never-before-seen footage and first-person accounts to explore the infamous UFO cult that shocked the nation with their out-of-this-world beliefs.",2021-03-26
376,40,49,52073,https://www.tvmaze.com/shows/52073/oriental-casablanca,Oriental Casablanca,Scripted,Chinese,Ended,45.0,45.0,2020-11-23,2020-12-14,https://www.iqiyi.com/a_17ewtoi1edh.html,,15,"The story takes place in Macau. In a city full of money and speculation, the protagonist Zhou Yue Bin, with ten years of hard work, started from Junket Operator and was eventually promoted to the first-class VIP room owner. After reading all the intrigues in the casino, Zhou Yue Bin made a vow not to be gambling but fell in love with the gambler Yi Yan, which made him fall into the biggest gambling game in his life. Besides Yi Yan's huge sums of debt, there is also the heartache of finding his missing fiancé.  Adapted from the novel ""Ao Men Wang Shi Zhi Gu Zhu Yi Zhi "" (澳门往事之孤注一掷) by Zuo Si You Wu 左四右五",2022-05-30
377,482,1691,52082,https://www.tvmaze.com/shows/52082/yes-chef,Yes Chef!,Reality,Swedish,To Be Determined,45.0,43.0,2020-12-17,,https://www.discoveryplus.se/program/yes-chef,,15,Pernilla has a great interest in food. But the kitchen management easily ends in chaos. Now she takes the help of master chef Thomas Sjögren to take her knowledge to a top notch level.,2021-01-29
378,41,50,52104,https://www.tvmaze.com/shows/52104/twisted-fate-of-love,Twisted Fate of Love,Scripted,Chinese,Ended,45.0,45.0,2020-11-23,2020-12-30,https://v.qq.com/x/search/?q=+%E4%BB%8A%E5%A4%95%E4%BD%95%E5%A4%95&stag=0&smartbox_ab=,,29,"During the Yin Dynasty, Dong Yue, a brave general in the Dingyuan Rebellion, was sent back in time to stop a war that would claim the lives of countless innocents. She sets out to murder corrupted officer Lu Yuantong in an attempt to prevent war, and during her journey she met Feng Xi and Pang Yu. Pang Yu and Feng Xi were old friends who cared deeply for each other, but fell out and turn into enemies. While trying to reconcile the two brothers, Dong Yue also tries to stop Lu Yuantang's evil schemes which are poised to tear the nation apart with their help.",2021-01-01
379,152,243,52105,https://www.tvmaze.com/shows/52105/be-with-you,Be With You,Scripted,Chinese,Ended,45.0,45.0,2020-11-19,2020-12-17,https://v.qq.com/detail/m/mzc00200gbahyn5.html,,34,"A young cartoonist intentionally gets near Ji Yan Xin, a cold and arrogant professor. Qi Nian, a girl with a straightforward personality hopes that interacting with Ji Yan Xin would give her inspiration and creative materials for her comic plot. Coincidentally Ji Yan Xin's younger brother Ji Si Qi becomes Qi Nian's assistant and a catalyst for their relationship to progress and blossom.",2022-03-08
380,42,52,52106,https://www.tvmaze.com/shows/52106/insect-detective,Insect Detective,Scripted,Chinese,Ended,45.0,45.0,2020-11-03,2020-12-02,https://v.youku.com/v_show/id_XNDg2OTQ0ODAwOA==.html?s=dfbc7998206c499cac28,,30,"The police are investigating a case that involves a death directly caused by a rare bug known as the bullet ant. In order to clear his name, Tan Jingtian, an Insect toxicology graduate becomes involved in the bizzare investigation and collaborates with forensic doctor Jin Ling. As they dig deeper, they uncover the mystery behind his own identity.Along with police captain Chen Han and the other detectives, they trace every clue as they solve one case at a time to uncover the murderer that has been in hiding for many years.",2022-05-06
381,43,54,52107,https://www.tvmaze.com/shows/52107/new-face,New Face,Scripted,Chinese,Ended,45.0,45.0,2020-11-24,2020-12-22,https://v.qq.com/detail/m/mzc00200tu76tos.html,,20,"Pan, a desolate plastic surgeon, lived a repetitive and boring life every day until a conspiracy happened. He woke up in an abandoned factory, and found that someone had replaced his identity with a face exactly like him. His world has been completely overturned and left in a perilous situation. Can he overcome the difficulties and peel away the truth? How would he regain his identity?",2022-06-05
382,44,56,52108,https://www.tvmaze.com/shows/52108/psych-hunter,Psych Hunter,Scripted,Chinese,Ended,45.0,45.0,2020-11-23,2020-12-16,https://www.iqiyi.com/a_19rrhskr95.html,,43,"Merchant Jiang Shuo and his odd specialist companion Qin Yi Heng purchase frequented houses to exchange them. In any case, alarming things start to occur and each spooky house is by all accounts part of a major riddle. Jiang Shuo, Yi Heng, and police officer Yuan Mu Qing attempt to understand the riddle.",2022-04-24
383,467,1572,52110,https://www.tvmaze.com/shows/52110/how-to-ruin-christmas,How to Ruin Christmas,Scripted,,To Be Determined,,50.0,2020-12-16,,https://www.netflix.com/title/81294417,,42,Free-spirited Tumi always manages to make a mess of things. Can she make it through this holiday family reunion without ruining it completely?,2021-12-13
384,45,58,52113,https://www.tvmaze.com/shows/52113/maryland-farm-harvest,Maryland Farm & Harvest,Documentary,English,Running,27.0,27.0,2013-11-19,,https://www.mpt.org/programs/farm/,,26,A series exploring the history of farming and agriculture in Maryland. ,2021-11-23
385,178,311,52118,https://www.tvmaze.com/shows/52118/zakon-i-besporyadok,Zakon i Besporyadok,Scripted,Russian,Ended,30.0,30.0,2020-11-27,2020-12-11,https://www.ivi.ru/watch/zakon-i-besporyadok,,3,"Lytk-Angeles, the state of Moskvachussets, has always been a quiet town where every gang had its rightful place. The Colombians smoked plantain, the Irish sipped beer, and the Chinese ate noodles. But one day the evil Russian Communists came and brought sugar with them. They slaughtered all the street vendors of plantain, seized control of the production of matryoshka dolls (a traditional Yugoslav business) and got the whole city hooked on white powder.This will be the last case for Eustace Lynch. Famous for his lucky tattoo, an Irish gangster comes to Lytk-Angeles from Dublin (also known as Dubna) to get rid of the Communists. At the same time, Sally Raptor, a police officer from palm beach (also known as Gelendzhik) arrives in the city with a similar task.Zakon i Besporyadok is a parody of the films of the 80s and 90s that we watched on videotapes with one-voice voice-over as a child, and a tribute to that forever-gone era when the screen belonged entirely to evil Russians, Asian martial artists and drinking detectives in ridiculous hats. Each episode parodies one of your favorite genres: the characters don't change, but they end up in an Asian fighting game, a crime Thriller, or even a neo-noir story.",2021-03-18
386,224,427,52124,https://www.tvmaze.com/shows/52124/bhaag-beanie-bhaag,Bhaag Beanie Bhaag,Scripted,Hindi,To Be Determined,,29.0,2020-12-04,,https://www.netflix.com/title/81018057,,36,"Facing disapproving parents, a knotty love life and her own inner critic, an aspiring comic ditches her cushy but unsatisfying life to pursue stand-up.",2020-12-21
387,192,337,52143,https://www.tvmaze.com/shows/52143/bordtenniskameratene,Bordtenniskameratene,Reality,Norwegian,To Be Determined,10.0,12.0,2020-10-23,,https://www.vgtv.no/kategori/100432/bordtenniskameratene,,13,"Morten Ramm becomes passionate about table tennis and gathers friends Erik Solbakken, Jørgen Høst and Ole Soo to train as top athletes, in Norway's lowest division. <br /> ",2020-12-19
388,298,573,52148,https://www.tvmaze.com/shows/52148/ultra-galaxy-fight-the-absolute-conspiracy,Ultra Galaxy Fight: The Absolute Conspiracy,Scripted,Japanese,Ended,12.0,12.0,2020-11-22,2021-01-31,http://m-78.jp/galaxy-fight/tac/,,20,"The eagerly awaited new entry to the Ultra Galaxy Fight series will be released on YouTube! With ten episodes adding up to about ninety minutes in total, Ultra Galaxy Fight: The Absolute Conspiracy will be packed with profound drama and exciting action!Mysterious aliens and evil monsters that shouldn't exist are attacking!<br />Zero, Ribut, Taiga, Z (Zett), 80, Max, Mebius, Great, Powered, Grigio, and many more Ultra Heroes fight together to solve this mysterious case, which could end up affecting the whole universe. However, this is only the beginning! A conspiracy is underway – and stories are intersecting. What is the aim of the golden giant working in the shadows?!While connecting to the TV series Ultraman Z as well, a new history of Ultraman begins!",2021-01-31
389,46,59,52150,https://www.tvmaze.com/shows/52150/cheat,Cheat,Scripted,Tagalog,Running,20.0,26.0,2020-12-01,,https://www.youtube.com/watch?v=Hw4Yugat0LM&t=6s,,26,"Cheat revolves around five main young characters; an innocent young man, Vee, who has had an unusual sheltered upbringing. Vee lives with his full-time guardian, an apostolic nun. The series concerns the effect that Vee has on 3 siblings: Dong, Jennifer, and Jay. The siblings live with their mother who dabbles in witchcraft. Their father, who is never seen, left the family to be with his Mistress who makes up the eighth character in the entire series.",2022-01-12
390,289,560,52156,https://www.tvmaze.com/shows/52156/by-ana-milan,By Ana Milán,Scripted,Spanish,Running,,,2020-11-08,,https://www.atresplayer.com/series/byanamilan/,,40,,2021-06-13
391,47,60,52159,https://www.tvmaze.com/shows/52159/to-love,To Love,Scripted,Chinese,Ended,45.0,45.0,2020-11-19,2020-12-23,https://so.youku.com/search_video/q_%20%E6%9C%80%E5%88%9D%E7%9A%84%E7%9B%B8%E9%81%87?searchfrom=1,,26,"A story that follows people whose lives are entangled due to a complicated case. While investigating a drug cartel as an undercover cop, Yan Jin falls in love with the beautiful coffee shop owner Ji Xiao'ou.",2020-12-27
392,48,62,52164,https://www.tvmaze.com/shows/52164/the-holiday-movies-that-made-us,The Holiday Movies That Made Us,Documentary,English,Ended,,45.0,2020-12-01,2020-12-01,https://www.netflix.com/title/81337235,6.8,45,"Unwrap the real stories behind these iconic Christmas blockbusters, thanks to insider interviews and behind-the-scenes peeks.",2021-10-12
393,225,433,52165,https://www.tvmaze.com/shows/52165/a-generala,A Generala,Scripted,Portuguese,Ended,,60.0,2020-11-24,2020-12-25,https://sic.pt/Programas/a-generala,,20,"A girl from the islands simulates suicide after a heartbreak. Decided to be reborn elsewhere, she pretends to be a respected general. The unsuspected charge is the perfect way to commit scams. But can you fool everyone ... forever?",2022-05-27
394,282,542,52178,https://www.tvmaze.com/shows/52178/swallowed-star,Swallowed Star,Animation,Chinese,Running,,21.0,2020-11-29,,https://v.qq.com/detail/3/324olz7ilvo2j5f.html,,90,"One day, an unexplained RR virus appeared on the earth, drawing the world into disaster. Infected animals mutated into terrible monsters, invaded massively, and humans built walls around the destruction and established the base city as the last bastion for humans. The suffering that mankind has experienced during this period of time is known as the ""Great Nirvana Period."" Not only that, Luo Feng not only carried the burden of supporting the family but also to protect the human homeland, for the better survival and development of mankind, together with other justice warriors, to join hands against the fierce monsters. Under the desperate situation of the end, can Luo Feng and other warriors repel monsters and successfully protect the human world?",2022-06-16
